"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_num","hacadpr13_num_c","tcare","tcare_num","tcare_num_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
1,7,0.477746018783177,6,6,-0.0408830744071951,0,0,0,2,-2.49826636753008,3,0.68265306122449,2,3,-7.1922,3,8,5.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,-5,-1,0,2,3,2,3,2,3,4,2,4,3,3,4,4,2,2,3,4,3,4,3,NA,5,4,5,5,5,3,2,2,2,58,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,7,0.959116925592805,1,1,1,NA,NA,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"White","With family (commuting)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,27,2.2,3.2,2,2,2,2,3,3,1,2,3,2,2,2,2,2,3,3,4,3,4,4,4,5,5,5,5,5,3,1,2,2,59,1,1,0,11,"White Rural First-Gen","non_FASt_1_11"
0,8,1.47774601878318,7,8,1.9591169255928,0,0,1,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,NA,"Asian","With family (commuting)","Female",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,3,-0.2,0.8,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,5,5,5,5,5,4,5,6,6,6,6,2,2,3,2,60,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.522253981216823,7,8,1.9591169255928,0,0,0,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,2,3,0.4952,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,1,-0.4,0.6,2,1,2,3,2,2,3,3,1,3,2,2,1,3,3,4,4,4,4,3,3,4,3,3,4,3,3,3,1,3,61,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,7,0.477746018783177,7,6,-0.0408830744071951,NA,0,0,5,0.501733632469916,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,5,0,-0.7,-1.24726,0,34,2.9,3.9,4,3,4,3,3,2,3,4,3,3,3,3,3,3,3,NA,3,3,3,3,3,7,7,7,6,7,1,3,1,2,62,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.522253981216823,7,NA,NA,1,0,1,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Asian","Off-campus (rent/apartment)","Female",1,0.7598,3,0,-0.9,-1.44726,0,26,2.1,3.1,3,NA,3,3,2,3,3,3,3,3,3,3,3,2,3,5,5,5,NA,5,4,6,6,6,6,6,2,1,3,3,63,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,3,-0.2,0.8,3,2,2,3,4,3,3,3,3,3,3,3,3,2,3,5,4,5,4,4,5,3,3,3,3,NA,2,2,2,1,64,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,5,0.501733632469916,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,2,0,-1,-1.54726,0,27,2.2,3.2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,5,5,NA,5,5,3,2,3,1,65,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
0,7,0.477746018783177,7,6,-0.0408830744071951,1,1,0,4,-0.498266367530084,4,1.68265306122449,3,8,-2.1922,3,8,5.4952,1,"","On-campus (residence hall)","Male",0,-0.2402,11,0,-0.1,-0.647260000000004,0,1,-0.4,0.6,4,4,3,3,2,3,3,4,3,3,3,3,2,4,4,4,3,3,NA,3,3,5,6,5,6,6,4,2,2,1,66,1,1,0,6,"White Residential Traditional","non_FASt_1_11"
1,6,-0.522253981216823,6,5,-1.0408830744072,1,1,1,4,-0.498266367530084,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,38,1,2.6,2.05274,2.05274,-13,-1.8,-0.8,NA,4,4,4,3,3,3,4,2,2,2,2,1,3,3,5,4,5,5,5,5,4,3,3,3,3,1,2,1,4,67,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,6,-0.522253981216823,7,7,0.959116925592805,0,0,0,5,0.501733632469916,1,-1.31734693877551,4,13,2.8078,4,13,10.4952,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,26,2.1,3.1,2,3,2,2,2,2,2,2,4,3,4,4,3,4,4,4,3,NA,4,3,3,6,7,7,5,6,1,1,2,3,68,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,0,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,17,1.2,2.2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,5,4,4,4,4,4,NA,4,4,4,4,2,2,2,2,69,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,7,5,-1.0408830744072,0,1,1,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,-7,-1.2,-0.2,2,1,2,3,3,3,3,3,3,2,3,3,3,3,3,NA,4,5,5,5,4,6,6,6,6,7,2,1,3,1,70,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,8,1.47774601878318,7,NA,NA,0,0,1,4,-0.498266367530084,4,1.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"White","On-campus (residence hall)","Female",1,0.7598,46,1,3.4,2.85274,2.85274,-3,-0.8,0.2,4,4,4,2,4,3,3,3,4,4,4,4,4,4,4,2,2,1,2,1,2,5,5,5,5,5,4,1,2,1,71,2,4,1,6,"White Residential Traditional","FASt_12plus"
0,6,-0.522253981216823,6,6,-0.0408830744071951,1,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,3,8,5.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,3,0,-0.9,-1.44726,0,22,1.7,2.7,2,2,2,3,3,3,3,3,4,3,3,4,3,3,3,4,4,NA,4,4,3,5,4,5,5,4,3,2,3,3,72,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,3,-1.49826636753008,1,-1.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,-5,-1,0,4,3,3,3,3,3,3,3,2,2,3,2,3,2,2,5,5,5,5,4,5,2,3,2,2,2,1,2,2,3,73,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,6,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,6,0,-0.6,-1.14726,0,11,0.6,1.6,4,4,3,3,4,3,2,3,2,2,1,3,3,3,3,NA,4,4,3,3,NA,5,5,5,5,6,3,2,3,2,74,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
0,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,3,8,5.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,13,0.8,1.8,1,1,1,3,3,3,2,2,3,3,3,3,3,2,3,4,4,4,NA,5,4,3,3,3,3,3,2,2,3,2,75,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.47774601878318,7,5,-1.0408830744072,0,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,2,3,0.4952,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,8,0,-0.4,-0.947260000000004,0,29,2.4,3.4,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,4,4,4,3,3,6,6,6,6,6,3,1,3,2,76,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11"
0,5,-1.52225398121682,7,6,-0.0408830744071951,0,NA,0,5,0.501733632469916,3,0.68265306122449,5,18,7.8078,1,0,-2.5048,1,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,10,0,-0.2,-0.747260000000004,0,-10,-1.5,-0.5,2,2,2,4,4,4,4,4,2,3,2,2,2,3,3,3,3,NA,3,3,4,6,6,6,5,5,3,3,4,1,77,1,2,1,12,"Black Male Striver","non_FASt_1_11"
0,6,-0.522253981216823,7,8,1.9591169255928,0,1,0,5,0.501733632469916,1,-1.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,22,1,1,0.452739999999996,0.452739999999996,-2,-0.7,0.3,3,3,3,2,2,3,2,3,2,3,3,3,3,2,2,4,4,4,4,3,3,5,4,5,5,5,1,1,1,2,78,2,4,1,2,"Latino Off-Campus Working","FASt_12plus"
0,7,0.477746018783177,7,7,0.959116925592805,1,0,0,7,2.50173363246992,4,1.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,30,2.5,3.5,2,2,2,4,3,3,3,3,3,3,3,3,3,2,2,6,6,5,5,6,6,NA,4,4,4,5,4,1,3,1,79,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,NA,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,5,18,15.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,-13,-1.8,-0.8,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,4,4,4,5,5,5,7,7,7,6,7,3,2,3,2,80,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,1,1,0,6,1.50173363246992,1,-1.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,10,0.5,1.5,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,NA,3,3,3,3,3,3,4,1,2,1,1,81,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.477746018783177,6,5,-1.0408830744072,0,0,0,3,-1.49826636753008,2,-0.31734693877551,4,13,2.8078,2,3,0.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,6,0.1,1.1,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,4,5,5,4,4,5,3,4,4,4,4,2,1,2,3,82,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,2,3,0.4952,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,21,1.6,2.6,2,2,2,3,3,2,3,3,2,2,2,2,1,2,2,4,3,3,3,4,NA,4,5,5,5,5,3,2,2,1,83,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,1,1,4,-0.498266367530084,4,1.68265306122449,7,28,17.8078,2,3,0.4952,0,"Asian","With family (commuting)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,2,-0.3,0.7,2,1,2,2,2,3,2,3,3,3,3,3,2,3,3,4,4,4,4,4,5,3,3,3,3,3,4,4,3,1,84,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,6,-0.522253981216823,7,7,0.959116925592805,0,1,1,5,0.501733632469916,4,1.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","","Female",0,-0.2402,37,1,2.5,1.95274,1.95274,-5,-1,0,2,2,3,2,3,3,3,3,3,3,2,3,3,3,2,5,5,5,5,6,5,2,NA,2,3,2,4,2,2,3,85,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,7,2.50173363246992,3,0.68265306122449,7,28,17.8078,1,0,-2.5048,1,"White","With family (commuting)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,23,1.8,2.8,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,6,6,3,1,1,3,86,1,1,0,11,"White Rural First-Gen","non_FASt_1_11"
1,6,-0.522253981216823,6,5,-1.0408830744072,1,1,0,4,-0.498266367530084,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,25,1,1.3,0.752739999999996,0.752739999999996,31,2.6,3.6,2,3,3,4,4,3,3,4,2,3,4,3,3,3,4,4,3,3,4,3,4,4,3,3,4,4,2,4,2,2,87,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,7,0.477746018783177,7,5,-1.0408830744072,1,1,1,5,0.501733632469916,NA,NA,4,13,2.8078,3,8,5.4952,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,48,1,3.6,3.05274,3.05274,0,-0.5,0.5,3,NA,3,3,2,4,3,3,4,4,3,4,3,3,3,NA,2,2,2,2,1,7,6,7,7,6,4,2,2,2,88,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2402,10,0,-0.2,-0.747260000000004,0,7,0.2,1.2,4,3,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,NA,3,3,4,7,7,7,6,7,3,1,2,1,89,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.522253981216823,6,8,1.9591169255928,1,0,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,4,13,10.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,24,1,1.2,0.652739999999996,0.652739999999996,25,2,3,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3,6,6,6,6,6,6,5,5,6,6,6,2,3,1,1,90,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,6,-0.522253981216823,7,7,0.959116925592805,1,1,0,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,2,3,0.4952,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2402,58,1,4.6,4.05274,4.05274,-12,-1.7,-0.7,3,3,3,3,3,3,3,3,3,1,2,3,2,2,2,5,5,6,6,6,6,4,4,4,4,4,3,1,3,3,91,2,4,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,7,0.477746018783177,7,7,0.959116925592805,0,0,0,5,0.501733632469916,NA,NA,3,8,-2.1922,1,0,-2.5048,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2402,45,1,3.3,2.75274,2.75274,-6,-1.1,-0.1,4,3,4,2,2,3,2,3,3,3,3,3,4,3,3,NA,3,4,3,3,4,5,5,5,5,5,2,2,3,1,92,2,4,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,6,-0.522253981216823,7,7,0.959116925592805,1,0,0,5,0.501733632469916,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"White","With family (commuting)","Male",0,-0.2402,11,0,-0.1,-0.647260000000004,0,16,1.1,2.1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,4,2,3,3,3,3,4,4,4,4,4,2,1,3,4,93,1,3,1,11,"White Rural First-Gen","non_FASt_1_11"
1,6,-0.522253981216823,7,7,0.959116925592805,0,0,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,2,0,-1,-1.54726,0,19,1.4,2.4,1,1,1,3,3,3,3,3,2,2,2,3,1,3,3,5,5,6,5,5,5,5,5,5,5,6,2,3,3,3,94,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,4,13,10.4952,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,7,0,-0.5,-1.04726,0,-3,-0.8,0.2,4,3,4,2,3,2,2,2,3,3,3,3,3,3,2,4,5,4,4,4,4,4,4,4,4,5,2,1,3,2,95,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,1,4,-0.498266367530084,2,-0.31734693877551,6,23,12.8078,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,60,1,4.8,4.25274,4.25274,34,2.9,3.9,1,2,2,2,3,3,4,3,3,3,3,3,3,3,2,6,6,5,6,5,5,3,3,3,2,3,2,1,2,3,96,2,7,1,2,"Latino Off-Campus Working","FASt_12plus"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,1,5,0.501733632469916,3,0.68265306122449,8,35,24.8078,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,18,1,0.6,0.0527399999999959,0.0527399999999959,-15,-2,-1,4,3,4,2,3,3,2,3,3,2,2,3,2,2,2,4,3,4,3,3,4,4,4,4,4,4,3,3,3,1,97,2,6,1,7,"White Off-Campus Working","FASt_12plus"
0,8,1.47774601878318,7,7,0.959116925592805,0,1,1,4,-0.498266367530084,2,-0.31734693877551,8,35,24.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,3,0,-0.9,-1.44726,0,30,2.5,3.5,3,3,3,3,2,3,2,3,2,2,3,2,3,4,3,2,2,2,2,2,NA,4,NA,4,4,4,2,3,3,3,98,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,5,-1.52225398121682,7,7,0.959116925592805,1,0,0,4,-0.498266367530084,1,-1.31734693877551,3,8,-2.1922,2,3,0.4952,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,24,1,1.2,0.652739999999996,0.652739999999996,25,2,3,NA,2,2,2,2,1,1,2,2,2,1,2,2,3,3,4,4,4,4,4,5,4,5,5,5,5,1,2,2,3,99,2,7,1,2,"Latino Off-Campus Working","FASt_12plus"
1,8,1.47774601878318,7,6,-0.0408830744071951,0,0,1,3,-1.49826636753008,2,-0.31734693877551,6,23,12.8078,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Female",0,-0.2402,40,1,2.8,2.25274,2.25274,9,0.4,1.4,2,3,2,4,2,3,2,3,2,2,1,2,2,4,3,3,3,3,4,3,3,5,6,6,NA,5,2,3,2,2,100,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,7,0.477746018783177,7,8,1.9591169255928,0,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"White","With family (commuting)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,3,-0.2,0.8,3,3,3,3,3,3,4,4,3,3,3,4,4,3,2,3,3,3,3,3,3,7,7,7,7,7,3,1,1,2,101,1,2,1,11,"White Rural First-Gen","non_FASt_1_11"
0,7,0.477746018783177,7,6,-0.0408830744071951,0,0,1,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Female",0,-0.2402,5,0,-0.7,-1.24726,0,12,0.7,1.7,3,3,3,2,1,2,1,2,1,2,2,2,2,2,2,3,3,4,NA,4,3,2,3,3,4,3,2,2,2,3,102,1,1,0,7,"White Off-Campus Working","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,0,1,1,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"","With family (commuting)","Female",1,0.7598,42,1,3,2.45274,2.45274,27,2.2,3.2,3,3,3,3,4,4,4,3,3,2,2,2,2,3,3,4,4,4,3,3,4,6,6,6,6,5,2,3,2,3,103,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.477746018783177,7,5,-1.0408830744072,0,0,0,2,-2.49826636753008,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,-10,-1.5,-0.5,3,4,4,2,4,2,3,3,3,3,3,3,4,4,4,3,3,3,3,NA,4,5,5,5,5,5,1,2,3,2,104,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.477746018783177,7,5,-1.0408830744072,0,0,0,4,-0.498266367530084,4,1.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,6,0,-0.6,-1.14726,0,17,1.2,2.2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,5,NA,NA,5,5,6,6,6,6,6,5,4,2,1,2,105,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.52225398121682,7,6,-0.0408830744071951,0,1,1,3,-1.49826636753008,4,1.68265306122449,2,3,-7.1922,3,8,5.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,24,1.9,2.9,3,4,4,2,2,2,2,2,1,2,2,1,2,3,3,3,4,4,4,4,NA,3,4,4,3,5,4,1,2,2,106,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,6,5,-1.0408830744072,0,0,1,7,2.50173363246992,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,8,0.3,1.3,2,1,2,2,2,2,2,2,1,1,2,1,1,3,3,5,5,NA,5,5,NA,4,4,4,4,4,2,4,3,3,107,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,7,0.477746018783177,7,7,0.959116925592805,0,1,1,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Asian","With family (commuting)","Male",0,-0.2402,19,1,0.7,0.152739999999996,0.152739999999996,-1,-0.6,0.4,2,1,2,4,4,4,3,4,2,3,4,3,3,3,3,4,3,3,3,3,4,6,5,5,5,6,2,2,4,2,108,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.477746018783177,6,7,0.959116925592805,1,0,0,4,-0.498266367530084,4,1.68265306122449,2,3,-7.1922,2,3,0.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,23,1.8,2.8,3,3,4,3,3,4,3,3,2,2,2,2,2,2,2,3,2,3,3,2,3,4,4,4,4,4,4,1,3,2,109,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,1,6,1.50173363246992,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"","On-campus (residence hall)","Female",0,-0.2402,69,1,5.7,5.15274,5.15274,5,0,1,1,1,1,2,2,2,2,2,3,2,2,2,2,3,2,6,5,5,6,6,4,5,4,4,5,4,3,1,3,2,110,2,6,1,5,"Black Campus Connector","FASt_12plus"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,NA,NA,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Female",1,0.7598,1,0,-1.1,-1.64726,0,30,2.5,3.5,1,2,2,2,2,2,2,1,2,3,2,3,2,2,3,6,6,5,6,5,5,5,6,5,6,7,2,2,3,1,111,1,1,0,13,"White Working-Class Striver","non_FASt_1_11"
0,5,-1.52225398121682,6,8,1.9591169255928,0,1,1,4,-0.498266367530084,4,1.68265306122449,3,8,-2.1922,2,3,0.4952,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2402,45,1,3.3,2.75274,2.75274,31,2.6,3.6,2,2,2,3,3,2,3,2,3,2,2,2,3,3,3,4,5,5,5,5,6,3,3,4,4,4,4,2,1,4,112,2,7,1,4,"Asian First-Gen Navigator","FASt_12plus"
0,5,-1.52225398121682,7,5,-1.0408830744072,1,0,0,3,-1.49826636753008,2,-0.31734693877551,4,13,2.8078,2,3,0.4952,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,23,1,1.1,0.552739999999996,0.552739999999996,21,1.6,2.6,2,2,2,3,3,3,4,3,2,2,3,2,2,2,3,4,4,4,4,NA,5,4,5,4,5,5,2,3,2,3,113,2,7,1,2,"Latino Off-Campus Working","FASt_12plus"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,1,1,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,8,0,-0.4,-0.947260000000004,0,24,1.9,2.9,4,4,4,2,3,3,2,3,2,1,2,2,3,3,4,4,4,4,4,4,4,7,7,7,6,6,2,1,1,1,114,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.47774601878318,7,7,0.959116925592805,1,0,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,33,2.8,3.8,2,2,2,3,2,3,3,4,2,4,2,3,3,2,3,5,5,5,5,4,6,5,NA,4,5,5,3,4,3,2,115,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.477746018783177,6,6,-0.0408830744071951,0,0,1,5,0.501733632469916,3,0.68265306122449,7,28,17.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Female",1,0.7598,8,0,-0.4,-0.947260000000004,0,27,2.2,3.2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,NA,4,3,3,4,4,3,3,3,4,3,3,4,2,2,116,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11"
