"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hapcl_c","hprecalc13","hprecalc13_c","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_c","tcare","tcare_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
1,6,-0.527,7,5,-1.0448,1,1,0.7532,1,0.6564,4,-0.488,4,1.699,13,3.2376,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,21,1,0.9,0.81544,0.81544,12,0.7,1.7,2,2,2,3,4,3,4,3,2,1,2,2,1,4,4,5,6,5,6,6,6,6,6,6,6,6,62,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.473,6,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,3,0.699,13,3.2376,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7518,8,0,-0.4,-0.48456,0,-11,-1.6,-0.6,4,4,4,3,3,3,3,4,2,3,3,3,3,4,4,NA,2,2,2,2,3,6,6,6,6,6,63,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,5,-1.527,5,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,4,-0.488,1,-1.301,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,80,1,6.8,6.71544,6.71544,7,0.2,1.2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,6,6,6,6,6,5,5,4,4,5,4,64,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,5,-1.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.512,3,0.699,35,25.2376,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,13,0.8,1.8,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,6,5,NA,5,6,6,6,6,5,6,6,65,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,6,5,-1.0448,1,1,0.7532,1,0.6564,4,-0.488,3,0.699,3,-6.7624,0,-2.9496,1,"White","With family (commuting)","Male",0,-0.2482,8,0,-0.4,-0.48456,0,31,2.6,3.6,2,2,3,2,2,2,2,2,2,1,1,1,2,3,3,4,4,4,4,4,4,4,4,3,4,3,66,1,2,1,11,"White Rural First-Gen","non_FASt_1_11"
1,8,1.473,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,2,-2.488,4,1.699,3,-6.7624,0,-2.9496,0,"White","On-campus (residence hall)","Female",0,-0.2482,40,1,2.8,2.71544,2.71544,3,-0.2,0.8,4,4,4,3,2,3,3,3,4,4,4,4,4,2,3,4,4,4,4,4,5,4,5,5,5,5,67,2,4,1,6,"White Residential Traditional","FASt_12plus"
0,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,2,-2.488,3,0.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,19,1.4,2.4,4,3,3,3,3,3,4,3,2,3,2,2,3,3,3,5,4,4,4,4,5,6,5,5,NA,NA,68,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.473,6,8,1.9552,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,17,1.2,2.2,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,4,4,4,5,5,NA,5,6,69,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,5,-1.527,6,5,-1.0448,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,3,0.0503999999999998,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,14,1,0.2,0.11544,0.11544,-13,-1.8,-0.8,2,2,2,3,3,3,3,3,2,2,2,2,2,3,2,5,5,5,5,NA,5,5,4,5,NA,4,70,2,7,1,2,"Latino Off-Campus Working","FASt_12plus"
1,8,1.473,7,7,0.9552,0,1,0.7532,1,0.6564,6,1.512,3,0.699,3,-6.7624,8,5.0504,0,"Asian","With family (commuting)","Male",0,-0.2482,8,0,-0.4,-0.48456,0,11,0.6,1.6,2,2,2,2,2,3,2,3,2,4,3,3,3,3,3,4,4,4,4,4,3,NA,5,5,5,5,71,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,1,1,0.7532,0,-0.3436,4,-0.488,2,-0.301,18,8.2376,13,10.0504,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2482,17,1,0.5,0.41544,0.41544,15,1,2,2,2,2,2,1,2,2,2,2,3,2,2,3,2,2,5,5,5,5,5,5,3,3,3,4,3,72,2,4,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,6,-0.527,7,7,0.9552,0,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,13,3.2376,3,0.0503999999999998,0,"Asian","With family (commuting)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,1,-0.4,0.6,3,2,3,2,2,3,2,3,3,3,3,2,3,2,2,4,4,4,5,4,5,4,4,4,NA,4,73,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,7,0.473,7,7,0.9552,1,0,-0.2468,1,0.6564,1,-3.488,2,-0.301,23,13.2376,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7518,7,0,-0.5,-0.58456,0,28,2.3,3.3,3,3,3,2,2,3,2,3,3,4,2,3,2,3,3,3,3,3,3,NA,3,6,6,6,6,6,74,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
0,8,1.473,7,5,-1.0448,1,1,0.7532,1,0.6564,6,1.512,4,1.699,13,3.2376,3,0.0503999999999998,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,5,0,1,2,2,2,3,4,4,3,3,3,4,4,3,4,3,3,3,4,NA,3,3,3,5,6,6,6,6,75,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,18,8.2376,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,-7,-1.2,-0.2,3,3,2,3,2,2,2,3,3,2,3,3,3,4,3,3,4,4,4,4,4,5,4,5,5,5,76,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,1,1,0.7532,0,-0.3436,6,1.512,3,0.699,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,-10,-1.5,-0.5,3,3,2,4,4,4,3,4,3,2,2,2,2,3,2,3,4,4,4,4,4,4,3,4,4,4,77,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,0,-9.7624,18,15.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,5,0,1,4,3,3,3,3,3,3,3,3,3,2,3,2,3,3,5,5,5,5,6,5,5,5,5,NA,5,78,0,3,1,1,"Latina Commuter Caretaker","non_DE"
1,5,-1.527,6,5,-1.0448,0,0,-0.2468,0,-0.3436,6,1.512,1,-1.301,13,3.2376,3,0.0503999999999998,0,"White","Off-campus (rent/apartment)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,7,0.2,1.2,2,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,3,3,4,4,4,5,4,79,1,2,1,13,"White Working-Class Striver","non_FASt_1_11"
0,6,-0.527,7,5,-1.0448,0,1,0.7532,1,0.6564,5,0.512,3,0.699,23,13.2376,0,-2.9496,0,"White","Off-campus (rent/apartment)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,1,-0.4,0.6,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,2,5,6,5,6,5,80,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,0,1,0.7532,0,-0.3436,5,0.512,1,-1.301,3,-6.7624,3,0.0503999999999998,0,"Asian","With family (commuting)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,8,0.3,1.3,4,4,4,3,2,3,3,3,4,4,3,3,3,4,4,2,2,2,2,2,2,7,7,7,7,7,81,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,6,-0.527,5,5,-1.0448,0,0,-0.2468,0,-0.3436,7,2.512,2,-0.301,8,-1.7624,13,10.0504,1,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7518,4,0,-0.8,-0.88456,0,-15,-2,-1,3,3,3,2,2,3,3,3,3,4,3,3,3,4,4,3,2,2,3,3,2,3,3,3,3,2,82,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,3,-1.488,2,-0.301,13,3.2376,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7518,3,0,-0.9,-0.98456,0,4,-0.1,0.9,3,2,3,3,3,2,2,3,2,2,1,2,1,3,2,6,5,5,6,5,5,4,5,5,5,5,83,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
0,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,8,-1.7624,3,0.0503999999999998,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,12,0.7,1.7,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,5,5,5,5,5,NA,6,7,7,7,6,84,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
0,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,3,0.699,13,3.2376,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,8,0.3,1.3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,3,4,5,5,5,5,5,85,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,8,1.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,8,-1.7624,0,-2.9496,0,"Asian","With family (commuting)","Male",0,-0.2482,2,0,-1,-1.08456,0,-3,-0.8,0.2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,5,NA,4,4,5,4,7,7,7,7,7,86,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,8,-1.7624,8,5.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,4,-0.1,0.9,4,3,3,3,3,3,3,4,2,2,2,2,2,2,2,4,NA,4,4,4,4,NA,4,4,4,4,87,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.527,6,7,0.9552,1,0,-0.2468,1,0.6564,6,1.512,2,-0.301,8,-1.7624,0,-2.9496,0,"White","Off-campus (rent/apartment)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,-14,-1.9,-0.9,2,2,2,2,2,3,2,3,3,3,2,2,3,2,2,3,3,NA,NA,3,4,3,3,3,3,3,88,1,1,0,13,"White Working-Class Striver","non_FASt_1_11"
1,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,7,2.512,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,-8,-1.3,-0.3,3,3,4,3,3,3,2,3,3,3,2,3,3,4,4,2,2,3,2,3,3,3,4,4,4,4,89,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.473,7,8,1.9552,1,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,29,2.4,3.4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,90,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.527,6,5,-1.0448,1,0,-0.2468,1,0.6564,4,-0.488,3,0.699,3,-6.7624,23,20.0504,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,6,0.1,1.1,3,2,2,3,3,3,3,3,3,3,2,3,3,2,2,4,4,4,4,4,3,4,5,5,5,5,91,1,2,1,5,"Black Campus Connector","non_FASt_1_11"
0,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,2,-2.488,3,0.699,3,-6.7624,8,5.0504,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,12,1,0,-0.08456,-0.08456,21,1.6,2.6,3,3,3,4,3,4,3,4,2,2,3,2,3,2,2,4,5,5,5,5,4,6,6,6,6,5,92,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,7,2.512,1,-1.301,18,8.2376,0,-2.9496,0,"Asian","With family (commuting)","Male",1,0.7518,49,1,3.7,3.61544,3.61544,-5,-1,0,3,3,3,1,2,3,2,2,3,4,4,3,4,4,3,4,4,4,4,4,4,5,6,6,6,7,93,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,6,-0.527,6,5,-1.0448,1,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,15,1,2,2,2,2,3,4,4,2,3,2,2,2,2,2,3,3,5,5,5,5,5,5,6,5,5,6,6,94,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.473,7,6,-0.0448000000000004,0,1,0.7532,1,0.6564,4,-0.488,4,1.699,3,-6.7624,3,0.0503999999999998,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,3,0,-0.9,-0.98456,0,15,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,4,4,4,4,3,3,4,5,4,4,4,95,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,5,-1.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,3,-6.7624,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,6,0.1,1.1,3,3,2,3,3,3,2,3,2,3,2,2,1,2,2,5,5,6,5,5,NA,4,4,4,5,5,96,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,6,-0.527,5,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,2,-2.488,2,-0.301,28,18.2376,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,12,1,0,-0.08456,-0.08456,10,0.5,1.5,2,2,2,3,3,3,2,3,4,3,4,4,3,4,4,3,4,3,3,3,3,5,5,5,5,NA,97,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,7,0.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,0,"Black/African American","On-campus (residence hall)","Female",1,0.7518,8,0,-0.4,-0.48456,0,34,2.9,3.9,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,98,1,1,0,5,"Black Campus Connector","non_FASt_1_11"
1,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.512,3,0.699,3,-6.7624,0,-2.9496,0,"White","On-campus (residence hall)","Female",0,-0.2482,2,0,-1,-1.08456,0,8,0.3,1.3,3,3,3,3,3,2,3,3,4,3,3,4,3,4,4,3,2,2,2,2,1,6,5,NA,5,6,99,1,1,0,6,"White Residential Traditional","non_FASt_1_11"
0,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,7,2.512,1,-1.301,8,-1.7624,3,0.0503999999999998,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",1,0.7518,2,0,-1,-1.08456,0,4,-0.1,0.9,3,4,4,2,3,2,2,2,3,1,1,3,1,3,3,5,5,5,4,5,5,4,4,4,3,5,100,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,8,1.473,7,5,-1.0448,0,0,-0.2468,1,0.6564,7,2.512,3,0.699,13,3.2376,0,-2.9496,0,"Asian","With family (commuting)","Female",1,0.7518,0,0,-1.2,-1.28456,0,-4,-0.9,0.1,2,2,2,3,3,3,3,3,3,2,3,2,3,2,2,4,4,4,NA,4,5,5,4,4,4,4,101,0,2,1,3,"Asian High-Pressure Achiever","non_DE"
0,5,-1.527,6,7,0.9552,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,13,3.2376,0,-2.9496,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7518,16,1,0.4,0.31544,0.31544,-3,-0.8,0.2,3,2,2,3,3,2,3,2,3,3,3,3,3,4,4,3,3,3,3,NA,3,5,5,6,5,6,102,2,4,1,2,"Latino Off-Campus Working","FASt_12plus"
1,6,-0.527,7,8,1.9552,0,0,-0.2468,1,0.6564,4,-0.488,3,0.699,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,17,1,0.5,0.41544,0.41544,-2,-0.7,0.3,3,4,4,3,3,2,3,3,2,3,3,3,3,3,3,6,NA,6,6,6,6,4,4,4,4,4,103,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,8,1.473,7,6,-0.0448000000000004,0,1,0.7532,1,0.6564,4,-0.488,2,-0.301,3,-6.7624,0,-2.9496,0,"Asian","With family (commuting)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,20,1.5,2.5,3,3,3,4,4,4,3,4,4,4,3,3,4,3,3,4,4,4,3,4,NA,6,6,6,5,6,104,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,8,-1.7624,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,7,0.2,1.2,3,2,2,3,2,2,2,2,3,3,2,4,3,3,3,5,4,5,5,5,6,5,NA,6,6,5,105,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.473,7,7,0.9552,0,1,0.7532,0,-0.3436,5,0.512,3,0.699,13,3.2376,0,-2.9496,0,"Asian","With family (commuting)","Male",0,-0.2482,2,0,-1,-1.08456,0,-15,-2,-1,2,3,2,4,3,4,3,3,4,4,4,4,3,3,4,5,4,4,5,NA,5,6,6,6,6,6,106,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,8,1.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,3,-1.488,3,0.699,8,-1.7624,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,33,1,2.1,2.01544,2.01544,-6,-1.1,-0.1,3,4,3,2,2,2,3,2,2,3,2,3,3,4,4,4,3,3,4,3,3,7,7,7,7,NA,107,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,7,0.473,7,5,-1.0448,0,1,0.7532,0,-0.3436,3,-1.488,3,0.699,0,-9.7624,13,10.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,32,2.7,3.7,2,3,3,3,2,3,3,3,4,4,4,4,4,3,3,4,4,4,5,4,4,5,5,5,5,6,108,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,7,8,1.9552,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,18,8.2376,0,-2.9496,1,"White","With family (commuting)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,-4,-0.9,0.1,2,2,2,3,4,4,4,4,2,3,1,3,2,1,1,4,4,4,5,5,5,4,4,4,3,4,109,1,2,1,11,"White Rural First-Gen","non_FASt_1_11"
0,6,-0.527,6,7,0.9552,0,1,0.7532,0,-0.3436,3,-1.488,3,0.699,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,2,0,-1,-1.08456,0,29,2.4,3.4,3,2,2,4,4,4,4,4,3,2,3,2,2,3,3,4,3,3,3,3,3,5,5,5,4,4,110,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,5,5,-1.0448,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,18,8.2376,3,0.0503999999999998,0,"Asian","With family (commuting)","Male",0,-0.2482,36,1,2.4,2.31544,2.31544,-12,-1.7,-0.7,3,3,2,2,2,2,2,3,2,2,3,3,3,4,3,5,6,5,5,5,6,5,5,5,6,4,111,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,7,0.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,3,-1.488,1,-1.301,13,3.2376,0,-2.9496,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,28,2.3,3.3,2,2,3,3,2,3,2,3,3,3,4,2,2,4,3,3,3,2,2,NA,3,5,6,5,5,6,112,1,3,1,5,"Black Campus Connector","non_FASt_1_11"
0,8,1.473,7,7,0.9552,0,0,-0.2468,1,0.6564,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,0,"White","Off-campus (rent/apartment)","Female",0,-0.2482,24,1,1.2,1.11544,1.11544,20,1.5,2.5,3,3,3,3,3,2,3,3,2,3,3,3,4,4,4,3,NA,3,3,3,3,6,7,6,7,6,113,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,7,0.473,7,7,0.9552,1,1,0.7532,0,-0.3436,5,0.512,1,-1.301,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,-10,-1.5,-0.5,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,NA,4,7,6,6,6,7,114,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,5,-1.527,6,5,-1.0448,0,0,-0.2468,0,-0.3436,7,2.512,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,38,1,2.6,2.51544,2.51544,17,1.2,2.2,3,4,4,3,3,3,2,3,3,3,3,2,3,4,3,3,4,3,4,4,3,6,NA,5,6,5,115,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,7,0.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,5,0.512,3,0.699,8,-1.7624,0,-2.9496,1,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2482,3,0,-0.9,-0.98456,0,2,-0.3,0.7,2,2,2,3,3,3,3,3,1,2,1,2,2,2,2,5,5,NA,5,5,NA,4,4,4,4,4,116,1,1,0,12,"Black Male Striver","non_FASt_1_11"
0,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,13,3.2376,13,10.0504,0,"White","On-campus (residence hall)","Male",0,-0.2482,58,1,4.6,4.51544,4.51544,0,-0.5,0.5,3,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,5,NA,4,4,6,7,6,6,7,117,2,7,1,6,"White Residential Traditional","FASt_12plus"
0,7,0.473,6,5,-1.0448,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,8,-1.7624,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Male",1,0.7518,9,0,-0.3,-0.38456,0,2,-0.3,0.7,2,2,2,3,2,3,3,3,1,1,2,2,1,1,2,5,4,4,4,NA,5,5,5,5,5,6,118,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,13,10.0504,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,7,0,-0.5,-0.58456,0,28,2.3,3.3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,3,NA,5,5,4,4,4,6,5,4,5,5,119,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.473,7,7,0.9552,1,0,-0.2468,1,0.6564,6,1.512,2,-0.301,13,3.2376,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,8,0,-0.4,-0.48456,0,3,-0.2,0.8,2,2,2,2,3,3,4,3,2,2,2,2,2,2,2,4,5,5,4,5,3,4,4,5,5,4,120,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,6,7,0.9552,1,0,-0.2468,0,-0.3436,6,1.512,1,-1.301,3,-6.7624,0,-2.9496,0,"Asian","Off-campus (rent/apartment)","Male",1,0.7518,9,0,-0.3,-0.38456,0,-3,-0.8,0.2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,6,6,NA,6,5,6,6,6,6,6,6,121,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,6,-0.527,7,7,0.9552,1,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,8,-1.7624,0,-2.9496,1,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,40,1,2.8,2.71544,2.71544,2,-0.3,0.7,3,3,3,4,3,3,4,4,2,2,2,2,2,3,3,4,4,4,NA,4,NA,4,5,5,5,5,122,2,6,1,5,"Black Campus Connector","FASt_12plus"
0,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,23,13.2376,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,58,1,4.6,4.51544,4.51544,30,2.5,3.5,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,5,5,NA,4,5,5,3,3,3,3,3,123,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,5,-1.527,6,5,-1.0448,0,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,26,2.1,3.1,4,3,3,3,3,3,3,3,3,2,2,2,2,3,3,4,4,4,4,4,4,3,4,3,4,3,124,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,7,7,0.9552,1,0,-0.2468,1,0.6564,4,-0.488,3,0.699,23,13.2376,13,10.0504,0,"White","Off-campus (rent/apartment)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,28,2.3,3.3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,125,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
